gen,nevals,avg,std,min,max,sigma
0,100,-4.448798221112494,10.186610171647278,-12.575717120323569,26.481223326744043,9.664750151577106
1,100,-5.181539750913521,9.15860817166045,-12.70177143342948,33.027095989431125,9.394577702417886
2,100,-2.733022122340092,12.004372233269892,-12.534401097082725,47.76821574903393,9.175604291742697
3,100,-0.9260264920158852,11.293749507821149,-12.515335175765278,47.57078380315562,8.982561297317591
4,100,-0.11390847365115869,13.136069891334895,-12.553286978683289,41.34810179370737,8.829332530338416
5,100,2.10227651090664,13.583260386958175,-12.549524042483878,48.05747632041908,8.692828744851543
6,100,1.5639694695256077,11.792318463367039,-12.60523795148981,33.788395867408006,8.583702056416046
7,100,5.917212409522637,15.927835624684313,-12.507657623150946,48.7591982685657,8.502674752831425
8,100,5.100836996559583,14.589108441762978,-12.503807766331777,72.59898165191461,8.434607546814995
9,100,7.224289543848415,14.169202834325272,-12.056557040461396,70.59351333142443,8.368647790359763
10,100,7.70638793800682,13.583450266459057,-12.484446530910331,55.598714894824546,8.312253503326719
11,100,8.72713802531194,14.72092997129192,-11.675460894331879,65.63021160876082,8.256057714627556
12,100,13.390541411516187,14.507525440399133,-11.663764954567034,80.09351333142443,8.206184500853386
13,100,13.977634443220934,16.37935389091008,-12.783834226785205,65.64614794805918,8.166640053373184
14,100,14.057632852303154,16.161756744017637,-12.511500083506734,63.00212687610664,8.129396688292946
15,100,13.439381025712434,15.782042046309174,-12.476649250079015,67.66916429153716,8.099078524205963
16,100,16.984069058414278,16.329098222392066,-12.507657623150946,73.6860420288289,8.08444417578136
17,100,19.4364838044107,14.271840156425304,-12.266796085993297,67.67299398872346,8.08429294301883
18,100,20.005734991253345,17.489916447476837,-11.675460894331879,66.08832526107034,8.084391875761888
19,100,25.69631627285152,18.657136412155975,-11.646091790966038,70.2670638861334,8.091695841072843
20,100,20.752569203168623,20.614687079622495,-12.464896033101045,76.15148840517094,8.109645642089236
21,100,26.778659318945266,16.923030185251474,-12.25373836822837,75.17840671191894,8.129629230001706
22,100,26.587619611587765,17.731574928239873,-11.646091790966038,74.7670638861334,8.157964267279029
23,100,24.642486371055643,18.123865314018197,-11.6520002147609,70.64614794805918,8.176675280505131
24,100,29.99575912548427,18.754955349025153,-12.545754013092335,69.67299398872346,8.18841379245025
25,100,23.423409050150713,19.206410875277665,-12.507657623150946,70.13996669269486,8.201836919144036
26,100,29.133550236076545,19.257780154911583,-12.519162928129846,76.68180922301613,8.207143603491184
27,100,30.341145369203183,21.043274441623918,-12.480551690341539,74.28985615559515,8.20991057321094
28,100,30.180498426484725,19.509277633772882,-12.24936678178841,68.65148840517094,8.213479236960122
29,100,31.68803213551648,19.32025770686172,-11.663764954567034,73.2591982685657,8.216090677638697
30,100,30.704030649398565,19.585843526977012,-12.472739180407409,75.70020529283502,8.224046756494545
31,100,33.27759319094173,17.99836030702659,-11.657891235220415,69.25576442104916,8.238027365473435
32,100,33.11808232812396,20.196649065643285,-12.231784250966069,71.68927630389086,8.25063954184449
