gen,nevals,avg,std,min,max,sigma
0,100,-2.184304024516404,10.665134075955278,-11.738593826267548,41.42533146596293,9.668468232401755
1,100,1.5719151404654133,15.328047629516721,-12.790523196230899,56.44114182497715,9.407940466542883
2,100,4.821250216679081,17.716436498394174,-11.901285105175454,64.20652525666745,9.196846863473015
3,100,8.07646193815324,18.627135345761026,-12.384724978949745,64.58872215331607,9.019907751545398
4,100,8.692778628103259,19.989269858633186,-11.610269937832976,56.67670789628992,8.87189686955691
5,100,21.06340281778273,21.576538184515208,-11.715866308966918,83.7394504431232,8.75863076112201
6,100,23.801930046766564,22.72037210364156,-11.957771529802244,84.5522389583075,8.663197021410042
7,100,29.417208258773226,21.728230395655938,-10.9020769071314,84.4154403263702,8.584622575069572
8,100,32.287130950725086,22.250893826920386,-11.74986146170406,74.14130874209118,8.531880268834792
9,100,35.71468817803698,21.610393711853437,-11.530382205569689,75.4059518556791,8.48482508051899
10,100,39.56928993924426,19.78922297453309,-10.94454134734295,80.19464523625552,8.451316255620759
11,100,44.34810018343423,16.97868912395777,-7.522400231387125,75.7377827662909,8.4147234870633
12,100,43.54038955101361,18.603220071341283,-4.042882246260032,74.28122332674411,8.38089625789853
13,100,45.62484424692265,18.589726496787925,-5.545177444479562,77.50223895830753,8.350418026284151
14,100,44.61607899728899,22.42687521883335,-6.437751649736401,80.375016514436,8.32180953880738
15,100,51.21737230204251,18.39361251308032,-6.516193076042964,83.00432040009825,8.299076920933498
16,100,51.10412780852942,16.88167576766039,-6.270988431858299,78.17469022852798,8.27898193632698
17,100,47.84886630519255,19.603490482893918,-6.516193076042964,83.3260947951728,8.264034200446346
18,100,53.56179500193492,18.001164329418955,-5.545177444479562,81.75557545247186,8.249617004171037
19,100,53.68192664438233,19.54718573017155,-6.516193076042964,82.32533146596299,8.236499441743739
20,100,50.886926045014846,22.87438702724111,-6.516193076042964,85.32501651443596,8.217795900723127
21,100,49.990286468210485,17.222659797647054,0.5685281944005469,72.79130874209118,8.193024317776633
22,100,54.20662735435355,20.490085168970175,-6.437751649736401,77.96544032637024,8.177156064338142
23,100,55.962935242474884,20.892267764222193,-6.516193076042964,85.49175301377699,8.164026578389565
24,100,48.34410967942342,20.509631704132442,-6.3561076606958915,84.61913482644258,8.155781571654135
25,100,55.246652204471445,19.66463706008867,-6.437751649736401,77.01533149607044,8.146535285826127
26,100,56.966914294802294,19.19635418476335,-6.437751649736401,80.07501651443599,8.147486965490272
27,100,53.70626294292752,21.895801228512592,0.33296212308778017,86.2421073881091,8.146118325124993
28,100,56.97332516781914,19.686363860760913,-3.651898206292632,79.62042805215306,8.145327618942215
29,100,54.25984250062948,21.441793188407853,-8.0861025356691,81.27501651443599,8.144335465532647
30,100,55.1757633470584,23.923928925074964,-6.437751649736401,80.78565645707984,8.140227630316353
31,100,47.772875788487,24.312664810109727,-6.516193076042964,83.74653251515892,8.141256508657797
32,100,49.62968855424791,24.921437445059684,-6.931471805599453,84.71376001231162,8.140610760052017
33,100,57.07798783929917,20.484833324462933,0.2781641747115513,81.81930174355657,8.14296723663016
34,100,55.10571185640047,24.789059822757554,-5.545177444479562,82.61376001231163,8.145393472409047
35,100,56.213240883712,22.28134199829015,-6.516193076042964,83.2022389583075,8.148302326947755
36,100,56.881754822775726,22.01857771028252,-5.545177444479562,84.0465325151589,8.14786954923408
37,100,56.146769398159925,23.136238728663887,-5.545177444479562,85.93105213373866,8.143408872607846
38,100,56.3275770285731,20.562239134398197,-6.516193076042964,82.353365266904,8.14218544453322
39,100,60.199431341574844,21.074881521508516,-6.516193076042964,86.26913482644255,8.136105319281087
40,100,57.779149815291085,23.656978001760457,-8.317766166719343,82.84653251515891,8.133095867327409
41,100,59.00992528656837,22.57645414224003,-5.545177444479562,86.11804796995632,8.13249283438049
42,100,61.32368369094732,20.645278019604604,0.5069848770670395,85.02501651443596,8.134382534492445
43,100,58.40056992729112,22.649163740169623,0.2781641747115513,82.49339018388191,8.13130883964156
44,100,62.91060392053497,21.588347292165807,-6.270988431858299,83.51376001231164,8.13513032361357
45,100,61.03500885874879,21.068064264627616,-5.545177444479562,87.48278675658335,8.142507141689658
46,100,61.917143598717566,21.823747257169675,0.22482768054722868,87.17469022852792,8.158993524233866
47,100,62.209806214105356,21.86623198850102,-6.437751649736401,87.87501651443593,8.1758236530896
48,100,61.18763246829059,19.416540939024326,0.2781641747115513,86.7055754524718,8.18634730310476
49,100,63.468423438130294,22.855429771519255,-6.270988431858299,86.37501651443596,8.203455526535052
50,100,62.06115710721761,24.666411561897657,-6.437751649736401,85.7249238405974,8.209336600838428
51,100,58.5407958460537,29.394519652211763,-6.516193076042964,85.32872941180754,8.219653109387036
52,100,61.836116250711456,23.81700455695186,-6.437751649736401,86.39210738810911,8.238320899746716
53,100,57.649177829471284,28.706738954140153,-6.437751649736401,87.49653251515886,8.258793798021404
54,100,60.338561715555244,24.69417430567544,-6.516193076042964,86.8555754524718,8.27822269061715
55,100,60.707159047721326,25.542544940336555,-6.516193076042964,87.35432040009822,8.303775278401055
56,100,64.47709761018578,23.163058106479955,-6.270988431858299,86.88278675658336,8.320225633249944
57,100,63.85505387155351,23.089783380988113,-6.270988431858299,87.40223895830746,8.33006253867636
58,100,61.493089929248,25.252217985511894,-6.516193076042964,86.89653251515887,8.333572267237631
59,100,62.94188141799,27.510658395277883,-6.437751649736401,87.25223895830747,8.334661228007839
60,100,58.11260842245834,29.454356976202142,-6.516193076042964,87.64653251515887,8.332850486836904
61,100,61.87782780265283,23.72106124242754,-6.437751649736401,87.01003814834377,8.328763718184577
62,100,60.84851044598688,27.5716686576548,-6.437751649736401,87.31913482644255,8.336155833469888
63,100,66.1517359252924,22.11687300188274,-6.437751649736401,87.35432040009822,8.347588865554268
64,100,69.3588341429904,18.69360791021346,-3.8874642776053996,88.02501651443593,8.355265105170313
65,100,56.2293320102902,29.405110520333736,-6.516193076042964,87.46003814834377,8.357471613474475
66,100,56.70383462989139,30.331973993649243,-6.437751649736401,86.36544032637019,8.357546534312618
67,100,62.35232632389584,25.829956102749534,-6.437751649736401,86.66544032637019,8.362923854431925
68,100,68.01933675968695,20.963572030865592,-6.270988431858299,87.04653251515887,8.370933436626519
69,100,64.71036454912826,21.940050026823588,-6.270988431858299,87.17469022852792,8.390093502775262
70,100,59.600640147682554,29.166036593538163,-6.516193076042964,85.83278675658337,8.402145986463124
71,100,66.02527429771263,23.148163835379126,-6.437751649736401,86.50223895830749,8.410544672106042
72,100,66.83248663381852,23.319195219686627,-6.516193076042964,86.73945044312318,8.42050063952178
73,100,69.12185591911421,20.72246391123553,-6.516193076042964,87.67609479517277,8.42492916990243
74,100,64.13921299810116,24.161023985508383,-6.437751649736401,87.19653251515888,8.418472141747431
75,100,65.68169503446985,22.471408402392267,0.5685281944005469,86.82872941180752,8.423544471458209
76,100,61.95934974242109,27.435486355423144,-6.270988431858299,87.50432040009821,8.43115515353401
77,100,66.69587822811171,22.453715840518623,-6.270988431858299,87.78945044312316,8.438745446356759
78,100,63.18530232893295,25.553028626921062,-6.437751649736401,87.03945044312316,8.443660730340396
79,100,60.92255297257134,27.58738617893093,-6.437751649736401,86.73278675658335,8.456886203648388
80,100,66.2341216608023,26.19936950917299,-5.666426688112432,87.18945044312316,8.466171995782242
81,100,66.91314594751422,23.15586390600423,-4.005145277651266,88.29195791053351,8.47580428766062
82,100,66.96637867080872,26.225992644674065,-6.8679744089702925,87.33278675658335,8.480614178632807
83,100,66.98161785310336,23.835710795504454,-6.516193076042964,88.45841890880652,8.494033921125716
84,100,63.308664288108105,27.214983806293752,-6.437751649736401,87.34653251515888,8.511055271939409
85,100,68.71504238770376,22.99858660364567,-6.437751649736401,87.34653251515888,8.522185244586954
86,100,65.58277857059939,26.418208310072735,-6.8679744089702925,87.3055754524718,8.519337188577735
87,100,69.69387404868856,22.135880553419454,-4.017803547754561,87.04653251515887,8.498604442288423
88,100,69.94816532925937,20.134638486058225,-6.437751649736401,87.18278675658337,8.472154303599572
89,100,65.08381154397912,23.164188595408692,-6.270988431858299,87.49653251515886,8.458171267642474
90,100,64.67051397220312,26.502487425696362,-6.516193076042964,87.16003814834377,8.445500829994954
91,100,60.834738121899875,25.916108254463246,-6.437751649736401,87.48945044312316,8.433297149697601
92,100,68.05316779906364,23.332771655691577,-6.931471805599453,87.87501651443593,8.432964087144097
93,100,66.33566104026056,26.73592705361021,-6.802394763324311,87.92743618609707,8.432470932028776
94,100,62.42855602583887,27.893173690692798,-6.270988431858299,87.62469022852791,8.441084618973925
95,100,66.7547151319701,23.731682279639607,-6.516193076042964,87.19653251515888,8.448590687195496
96,100,66.86669990665594,24.732167254603425,0.5069848770670395,87.47469022852792,8.454345763132924
97,100,66.31201013978563,24.261288062598826,0.5685281944005469,88.55943686878994,8.46056598875154
98,100,73.13222490752719,18.647989953155914,-6.516193076042964,87.33945044312317,8.466736232365298
99,100,69.18666833329365,22.595793607857367,0.5685281944005469,88.14195791053352,8.460581377233925
100,100,65.28999692292015,21.80856247618516,-6.3561076606958915,88.29195791053351,8.456141147173987
101,100,68.23818561488989,23.82022517295816,-6.516193076042964,88.4419579105335,8.452334222753922
102,100,61.101524106219195,25.339265443376156,-6.437751649736401,87.62469022852791,8.445875125023928
103,100,63.233673013788504,23.77308140052905,-6.437751649736401,87.50432040009821,8.441132933615716
104,100,66.09988142567073,22.271726598552387,0.1222410917721275,87.49653251515886,8.433875571337555
105,100,68.074066227491,21.229580662140652,0.2781641747115513,88.29195791053351,8.427449728416617
106,100,68.32960713681854,23.148257590943356,-6.516193076042964,87.49653251515886,8.431828785307859
107,100,65.26144449624061,24.10940014685228,-6.270988431858299,88.42563128925518,8.429337767562668
108,100,68.51882854344329,19.795694030143125,-6.437751649736401,88.00841890880653,8.431711571959786
109,100,71.6018770534963,19.35967765905993,0.2781641747115513,88.17501651443594,8.42734679175273
110,100,70.6940888728663,20.217964964584805,-6.270988431858299,88.57563128925518,8.42797317369294
111,100,69.96866072875825,20.5852031332032,-0.06837926783652204,88.32501651443593,8.428476086780217
112,100,66.84359318755028,25.384100582800365,-6.516193076042964,87.34653251515888,8.435914514120498
113,100,67.98112406284623,24.20967984389605,-6.516193076042964,88.59195791053351,8.4480621611509
114,100,69.35738876230978,19.003286100112827,-6.516193076042964,88.29195791053351,8.456689819777912
115,100,69.6367520961729,21.541032728965888,0.22482768054722868,87.29175301377697,8.463708714264492
116,100,71.4995478796912,18.798707680572857,0.5685281944005469,88.4419579105335,8.474670043225574
117,100,74.96592899266344,16.483245406224153,0.8355909796495924,88.29195791053351,8.484063114486817
118,100,72.91556215707871,16.34017363833447,-6.437751649736401,88.45841890880652,8.487918536340148
119,100,66.78369503532595,20.889850730042312,0.4472789507676769,88.32501651443593,8.483146855942298
120,100,69.899976350084,19.732439412606794,0.8355909796495924,88.77501651443593,8.474983969707361
121,100,69.06991886199903,22.454943906478675,-6.516193076042964,88.62501651443593,8.464216613175031
122,100,67.96431745251047,23.55875161552866,-6.516193076042964,88.75841890880653,8.456416342653291
123,100,69.97294097486517,18.14289590834308,10.932349635340525,88.74195791053351,8.444539523034955
124,100,67.41151268284868,22.522632409321172,0.5685281944005469,88.4419579105335,8.429987441158314
125,100,68.01187872680225,23.27586173104988,-6.437751649736401,88.59195791053351,8.411979602222825
126,100,70.3227646666021,17.24854630225059,10.98219645224544,88.4419579105335,8.39520494505378
127,100,72.75961649831348,17.596898785528925,0.6976052366756891,88.57563128925518,8.384021048925792
128,100,71.64762908060892,18.101939367422283,7.524660763433263,88.57563128925518,8.381220337926786
129,100,71.12018619362294,17.4475470812967,7.524660763433263,88.32501651443593,8.379538652647442
130,100,71.81691012207875,16.279719155542868,7.524660763433263,88.59195791053351,8.388566364305806
131,100,71.73681041395537,18.050891700825403,0.5685281944005469,88.59195791053351,8.396984294188169
132,100,74.89322099868693,18.403186227911288,0.5069848770670395,88.87563128925518,8.41221923880566
133,100,72.26367249067106,21.962164018448096,0.1728767077407074,88.57563128925518,8.430906528212523
134,100,74.31191016595076,16.204735655081404,33.33037852587479,88.59195791053351,8.452798940408494
135,100,69.47438519959147,16.644260036036645,25.467685680603292,88.45841890880652,8.469968821652053
136,100,69.5005031178985,20.052725129009772,7.386675020459361,88.59195791053351,8.486927005968473
137,100,72.99185149027907,18.807562243081524,7.524660763433263,88.87563128925518,8.50155499565346
138,100,68.35717175722678,20.660340843899103,0.2781641747115513,88.60841890880653,8.514636383878232
139,100,69.52431814393852,20.145285848175696,0.22482768054722868,88.07743618609707,8.52392582143376
140,100,61.55996942941409,25.036513619329085,0.2781641747115513,88.72563128925519,8.54549605553177
141,100,65.3315739665327,24.179629645955508,0.1222410917721275,88.60841890880653,8.562981742603133
142,100,64.97252925168331,24.51519920490781,-6.270988431858299,88.8919579105335,8.58385443998527
143,100,58.88730104012443,23.71595205544544,0.1222410917721275,88.72563128925519,8.610747246375285
144,100,62.33881662491413,23.190368420835682,7.386675020459361,87.92469022852792,8.643552767593636
145,100,66.25386518424429,23.41957739057769,0.5685281944005469,88.40943686878994,8.659634051309146
146,100,64.37712852290721,23.13490770472895,0.5685281944005469,88.87563128925518,8.669320763768162
147,100,61.22324342449129,24.47643139008952,0.4472789507676769,88.62501651443593,8.683630393949045
148,100,62.740905217368976,23.650748720936924,0.2781641747115513,88.87563128925518,8.704034629072543
149,100,65.33178126168752,22.417689589355255,0.5069848770670395,88.70943686878995,8.723343332960232
