generation,max,mean,std,mean no. nodes
0,16.769900217026425,-4.659342674814112,4.155154599354489,15.0
1,16.769900217026425,-1.2410018272904892,7.428004206701547,14.970588235294118
2,31.728558876869982,-0.5257458960009638,8.207869292927331,14.821782178217822
3,31.728558876869982,0.9022365998223224,9.717558468062732,14.504950495049505
4,53.94791083107558,3.917944571175943,13.004974489572374,14.465346534653465
5,94.78506424239102,5.107422287894051,15.965548915386798,14.366336633663366
6,94.78506424239102,6.629436199771382,16.314813356249783,14.247524752475247
7,94.78506424239102,6.5853698599526345,17.36141487638169,14.12
8,94.78506424239102,8.226868190590931,18.40445743056263,14.489795918367347
9,94.78506424239102,7.276112288559599,18.805421897308424,14.36734693877551
10,94.78506424239102,9.662191253050297,18.575833057800914,14.575757575757576
11,94.78506424239102,5.998606153976705,17.55969946791596,14.494949494949495
12,94.78506424239102,6.888149969116497,18.761121739931266,14.484848484848484
13,94.78506424239102,5.623644429477635,17.99234330458245,14.07
14,94.78506424239102,4.6319233595408456,17.63306946179815,14.36
15,94.78506424239102,8.953699661857959,19.19972404776776,14.16161616161616
16,94.78506424239102,7.967830932101302,18.900954917013305,13.71
17,94.78506424239102,7.09365368451285,18.404260889969727,13.465346534653465
18,94.78506424239102,6.13484940698435,18.121944904080582,13.47
19,94.78506424239102,8.808149323459999,18.325300577226045,13.252525252525253
20,94.85250552318655,10.1336635005863,21.69224524810897,13.01
21,94.85250552318655,10.551185544640013,20.416919480135718,13.57
22,94.85250552318655,5.607319228996808,18.68802240744166,13.33
23,94.85250552318655,9.614936024253831,18.74088446769628,13.7
24,94.85250552318655,10.319972951488289,19.564396919047457,13.66
25,94.85250552318655,10.223998658077484,20.407970203433713,13.85
26,94.85250552318655,10.005405255533395,20.713928686948787,13.57
27,94.85250552318655,12.651441694211835,21.021819028281982,13.2
28,94.85250552318655,11.360396567483642,20.84772540856187,12.72
29,94.85250552318655,14.468634355827206,22.056995678252495,12.29
30,94.85250552318655,12.782184884408014,21.54561460450946,11.95
31,94.85250552318655,11.17712336295487,20.101261738453058,11.77
32,94.85250552318655,15.162844667912873,21.428318075822776,11.84
33,94.85250552318655,12.029304592940498,20.463089728370488,11.92
34,94.85250552318655,14.39194702251328,20.750441305520575,11.99
35,94.85250552318655,16.32733580842488,21.9391499186849,11.98
36,94.85250552318655,18.037445618052715,20.81539862547773,11.79
37,94.9001335721758,17.38608969821607,25.247387659041983,11.71
38,94.9001335721758,14.250761836964884,23.084864138809507,11.92
39,94.9001335721758,15.228510734629243,22.33277862520952,11.74
40,94.9001335721758,13.76055005810958,22.428854896500575,11.96
41,94.9001335721758,14.681653321392561,21.498490547011514,11.13
42,94.9001335721758,16.893076667292448,19.00675992604821,11.22
43,94.9001335721758,13.113505685403544,20.839063873020645,10.87
44,94.9001335721758,12.691831202306732,20.43994435468728,11.17
45,94.9001335721758,14.468297011625276,19.99988063196446,10.21
46,94.9001335721758,18.543376181889336,19.548691922730402,10.13
47,94.9001335721758,14.737999597946695,19.853661939376806,10.58
48,94.9001335721758,16.645227244365348,19.708398197177058,10.56
49,94.9001335721758,17.472072687412766,20.205184820243712,11.04
50,94.9001335721758,13.98652679464391,20.28023408917753,11.57
51,94.9001335721758,18.503047156343676,20.689771270302423,10.88
52,94.9001335721758,18.421778139723216,21.88066685887851,9.79
53,94.9001335721758,16.523379843162694,21.995787155492298,9.33
54,94.9001335721758,15.877672145526438,22.799791399298723,8.94
55,94.9001335721758,12.660565665400693,21.806869043780615,9.67
56,94.9001335721758,17.66734850612262,21.854539099685343,9.79
57,94.9001335721758,15.191766585102988,21.33645277542571,10.26
58,94.9001335721758,14.132203088635872,22.04598940695115,10.14
59,94.9001335721758,20.021853427921442,21.988978638493844,9.65
60,94.9001335721758,14.594840968640442,21.552620590049077,9.84
61,94.9001335721758,15.559264070622321,21.597558421467266,10.01
62,94.9001335721758,19.287267469616857,20.800779549378685,9.2
63,94.9001335721758,15.63080943491545,22.15906986191699,9.42
64,94.9001335721758,12.797079189136745,22.07010711965386,9.41
65,94.9001335721758,16.88856555935938,22.038977794304543,9.52
66,94.9001335721758,18.738281583676436,23.60966354057815,10.05
67,94.9001335721758,17.101271324550282,22.307870053263045,10.36
68,94.9001335721758,17.30332256768329,22.853516993326505,10.52
69,94.9001335721758,22.064626022767232,23.870658276434696,9.76
