generation,max,mean,std,mean no. nodes
0,16.72544845445559,-4.958687793214418,2.984269447034785,15.0
1,16.769900217026425,-4.0579907385518155,4.480915166695697,15.05
2,31.513547994715562,-2.5858495291846673,6.304977669318736,15.0
3,39.023649090702065,0.03596309352622163,8.574552933340838,15.21
4,61.513547994715566,2.5074988829605904,11.728795003517122,15.55
5,61.513547994715566,4.340538291052108,14.061439427141696,15.762376237623762
6,61.513547994715566,4.465072037725262,14.352166116509904,15.744897959183673
7,94.79051384715858,5.384821294609171,17.09310377920834,15.535353535353535
8,94.79051384715858,4.529003036043318,16.402739661830765,15.53
9,94.79051384715858,5.775971641368883,15.893618549161435,15.425742574257425
10,94.79051384715858,6.5924907671061606,17.26493723904276,15.393939393939394
11,94.79051384715858,6.696791408466062,18.05006580399315,15.41
12,94.79051384715858,6.645899745323842,18.131874630583653,15.44
13,94.79051384715858,6.312909811939495,17.672721684227042,14.68
14,94.79051384715858,5.073718587896456,17.002282096985553,14.0
15,94.79051384715858,4.580324715921523,16.605897499955653,14.21
16,94.79051384715858,6.145392302474626,17.082164364762345,14.25
17,94.79051384715858,6.204626900446138,17.007633122094898,13.47
18,94.79051384715858,8.099812491369471,17.241929850504736,13.69
19,94.79051384715858,6.915960863630868,17.240403142333054,13.47
20,94.79051384715858,6.880236857296193,19.883415647508468,13.34
21,94.79051384715858,6.415325350069423,18.773259735875286,12.85
22,94.79051384715858,9.944317958764923,19.943174969612176,12.17
23,94.79051384715858,8.664833150599259,19.520294546182487,11.99
24,94.79051384715858,8.056543164320729,19.651908872761425,11.96
25,94.79051384715858,12.740048627200096,21.077502697276685,12.26
26,94.79051384715858,6.469308841559735,19.579090218940983,12.33
27,94.79051384715858,10.890243707802867,22.978874050703453,11.99
28,94.79051384715858,7.6915922042405835,22.587676280262727,12.1
29,94.79051384715858,8.659678819593076,24.215126533052903,11.81
30,94.79051384715858,8.807361073803847,21.955025381367403,12.06
31,94.79051384715858,9.117388808457958,22.50829097127478,12.19
32,94.79051384715858,9.39817154864924,22.17599771454181,12.47
33,94.79051384715858,8.290515283092287,21.28916627651107,12.5
34,94.79051384715858,7.707619532083226,21.143160806841145,12.73
35,94.79051384715858,9.041172982304536,22.588556056438687,12.54
36,94.79051384715858,7.851710301152973,21.39993104998761,12.55
37,94.79051384715858,9.29284318054711,20.99036080257973,12.56
38,94.79051384715858,9.42442165601043,21.564579596867905,12.25
39,94.79051384715858,12.232791373632894,22.5700442902231,12.12
40,94.79051384715858,10.972419008295113,22.25628925435721,11.92
41,94.79051384715858,12.918673207707497,22.43454518097755,11.11
42,94.79051384715858,13.602614651557573,22.551847377512043,11.25
43,94.79051384715858,14.421260320172587,22.699053513094395,11.36
44,94.79051384715858,11.847279354252807,22.669485212593433,11.66
45,94.79051384715858,17.031569164926573,22.255016815440364,11.65
46,94.79051384715858,14.419074498003916,23.56831540939646,11.64
47,94.79051384715858,13.150842281196766,22.588060110668053,11.52
48,94.79051384715858,14.50866812946398,23.04288604780682,11.33
49,94.79051384715858,17.807146521521158,23.35693528699876,11.72
50,94.79051384715858,10.897713022447737,22.939264241321577,12.0
51,94.79051384715858,15.598194432787059,22.689597431708435,12.4
52,94.79051384715858,14.503048574897734,22.509396992844263,12.88
53,94.79051384715858,13.823290701055344,23.394680461317964,13.17
54,94.79051384715858,14.278956337797762,22.354183216130806,13.57
55,94.79051384715858,13.203673721079921,22.964240459308833,12.84
56,94.79051384715858,16.25007430143803,22.32304169212625,12.76
57,94.79051384715858,11.470960837200629,22.87719198505505,11.99
58,94.79051384715858,12.983045354203055,23.267834369118024,12.2
59,94.79051384715858,14.630484807111486,22.988483848963078,12.6
60,94.79051384715858,15.231648049410127,22.865820448110078,12.55
61,94.79051384715858,16.964244673306908,22.193953803066346,12.24
62,94.79051384715858,13.282995678273032,23.445423044187887,12.1
63,94.79051384715858,12.106986528678787,23.426548253845795,12.17
64,94.79051384715858,12.777443604487178,22.97910952131318,12.08
65,94.79051384715858,13.46529874617703,22.451277183717377,12.59
66,94.9001335721758,18.729891482567858,24.39846301349783,11.91
67,94.9001335721758,13.703560371232424,24.402152727974556,12.54
68,94.9001335721758,17.119491627526585,23.82346916320486,12.8
69,94.9001335721758,14.087495190262528,24.009102136365243,13.15
70,94.9001335721758,14.257014748411837,24.191413595812755,12.84
71,94.9001335721758,15.192406042466882,23.633520095107283,13.39
72,94.9001335721758,12.575613236059594,24.011164795563833,13.31
73,94.9001335721758,16.455986073304665,23.75355050958796,13.67
74,94.9001335721758,18.56073873622835,23.527060518246607,13.57
75,94.9001335721758,16.41745549109385,23.53696796895283,13.25
76,94.9001335721758,12.390048897744624,23.60732049103398,13.07
77,94.9001335721758,13.734886440110408,24.16065695675656,13.25
78,94.9001335721758,12.502766290647642,23.835972783497233,13.26
79,94.9001335721758,11.458832732790864,23.442617481044003,13.06
80,94.9001335721758,12.310263106972675,24.037433968110797,13.06
81,94.9001335721758,15.79290612098763,23.577877238566874,12.94
82,94.9001335721758,13.2719114577111,24.285162962240097,12.8
83,94.9001335721758,12.784196135607989,24.00846543193528,12.86
84,94.9001335721758,15.09698921604236,25.45700745740207,13.06
85,94.9001335721758,12.708766881791943,24.480350429124023,12.91
86,94.9001335721758,15.568261454441757,23.764065544631237,12.88
87,94.9001335721758,15.581769408233617,24.068800099933455,12.91
88,94.9001335721758,16.312792537432003,23.358032196485336,12.83
89,94.9001335721758,16.452805239137742,23.589305308263928,12.76
90,94.9001335721758,13.844273694913506,24.01057687668207,12.75
91,94.9001335721758,12.49695237248073,23.775685015346657,12.96
92,94.9001335721758,15.942682846762837,24.34572817203868,13.14
93,94.9001335721758,14.752990404576247,23.67147502642937,12.74
94,94.9001335721758,13.330220637741558,24.64750742800588,12.79
95,94.9001335721758,12.373749152901262,23.669536281794883,12.98
96,94.9001335721758,17.991950107751318,24.745987024790253,13.02
97,94.9001335721758,12.742016370487828,23.618014797933526,12.93
98,94.9001335721758,17.286932571067396,23.237716419957497,13.1
99,94.9001335721758,13.576181661304481,24.723304379241764,13.9
