gen,nevals,avg,std,min,max
0,58,-2.40076160850376,10.386350543811872,-18.896129565082735,36.37628097245195
1,58,-3.1101183883245316,9.439950262934124,-17.64507134404278,34.51204951401395
2,58,-0.18602125200267003,10.864242589752061,-19.03292153717207,31.334583868716027
3,58,1.7868403992328952,14.52987189755271,-18.429926589558367,51.537395283955526
4,58,3.9466733592078667,12.472786650780172,-12.856062215516683,32.037580810743705
5,58,7.882507697684707,14.969799262783239,-13.237444417499102,43.58522665816881
6,58,11.383555767115997,16.65266422516961,-18.062656908883525,50.932225972621566
7,58,12.389482558650572,16.152651546750047,-17.014667305561982,46.53753585471617
8,58,18.106615051880134,15.520054729046866,-8.644304595070018,46.8537752381915
9,58,20.614009350913456,16.183836616630895,-11.016162590992355,63.144845703731995
10,58,24.83840503423758,14.71198735207552,-5.942921575372939,67.15076974475933
11,58,30.465670889972042,17.77482864936977,-10.058184738710313,70.3932287620331
12,58,28.516476338050204,15.319892159655586,-9.273127064053092,60.57150013935503
13,58,28.651143976864866,15.528535631252247,-6.883087726436077,72.75752375963634
14,58,31.575718675388046,14.421333860190527,-9.921275017011745,60.67406139688337
15,58,30.004068080090303,16.012411544145866,-13.661992723542637,67.08894745894209
16,58,32.556261580446574,11.010267517509376,8.427351210559873,70.26205048291486
17,58,37.32429744330968,13.619777736517289,8.847646298742745,72.94906064061232
18,58,36.44427457146057,12.756890699093162,11.285459132963574,67.7002592542708
19,58,36.757172480374095,15.202802834800895,0.8832486472239296,77.44740035646511
20,58,39.795936546888754,14.814452026612939,7.201809741402407,77.46476488742965
21,58,42.182941816364455,16.703972681457913,9.14228259465527,73.12018032361004
22,58,36.04117629691381,13.42558496341432,7.996635949638637,67.40140974273457
23,58,40.12712689023635,14.669229078960472,11.933149698295026,77.2439054220711
24,58,37.11559064832213,16.473540328376163,-4.071045834383341,77.32536934362035
25,58,37.657083451782015,16.52521541706054,5.062753159522966,77.53746146614601
26,58,41.33400064680086,13.9975195556672,5.995554763023236,77.57525518107508
27,58,42.6072012541386,12.419971173812058,6.009419862347393,67.3746016115096
28,58,39.771699434295854,14.606751987219777,0.2495727619312973,72.99916112080811
29,58,43.69164413309538,14.771697626086,8.997459767887705,77.73502439296001
30,58,43.01572713453949,15.792743862403022,-3.650576788384285,77.44899689949054
31,58,42.82674884360879,16.46718109438217,2.643986322596561,72.72795726270928
32,58,43.50611456541241,15.765946600875361,3.4097389490018397,77.60951012768851
33,58,43.58940470261104,15.077230025230177,9.205375283710403,73.16844596142002
34,58,41.2459359012329,16.18974153364414,-2.7535704333583197,67.47115624543618
35,58,48.29632749245314,14.371351287905446,18.70674612857688,77.76183809866495
36,58,46.09399819752134,15.635506235571738,7.723127229222598,77.78473353478003
37,58,48.17735712814526,15.59207359802241,10.969816733951468,77.25800170483284
38,58,47.412568319593724,15.869365363512047,5.1213438814613195,77.54033374221305
39,58,47.94205625454551,16.137158181515595,4.321616645767874,77.32211172423023
40,58,49.942209479231124,14.829577622770266,14.644462232158027,77.88275610587814
41,58,50.08292131700756,16.123771683167842,10.453547183350743,85.3694003888922
42,58,48.84387992696207,16.64741124716603,-1.5637695902157347,85.61857522800618
43,58,49.35940532261461,15.40393164138312,6.641643043139005,77.64970383008861
44,58,49.85141613423414,16.443050570664195,21.543046869395013,77.46232430620876
45,58,57.417114402009744,14.41677574982824,25.562406286137346,86.2003035772973
46,58,51.762538284854884,17.562523373097118,5.957387108015485,85.70979743909874
47,58,52.83801608573399,15.703703412909137,24.866722631280815,84.45955628120922
