generation,max,mean,std
0,33.49596941375971,-1.8944908197047048,7.996179467734532
1,41.73710582937532,2.318530386924785,10.414127321454224
2,77.80901642658007,8.86504425960219,15.249154280817969
3,77.80901642658007,7.179720665215791,15.321606439354637
4,77.80901642658007,7.1560603068265,16.52736669261314
5,77.80901642658007,6.388920008315748,16.732496950102863
6,77.80901642658007,8.108164447513435,17.44702539642527
7,78.09366608039616,8.455285372882805,19.59554856607248
8,78.09366608039616,7.723135977216208,18.250505303092503
9,78.09366608039616,8.07850458854765,17.185157178482594
10,78.09366608039616,7.855446066510661,18.344442196565073
11,78.09366608039616,10.04130769914656,18.798538677414875
12,78.09366608039616,11.14379960233009,19.087080257057835
13,78.09366608039616,8.98746524515493,18.81664195178894
14,78.09366608039616,12.488774347713825,19.114714550568205
15,78.09366608039616,13.101498275594963,19.824366811415018
16,78.09366608039616,10.239565221327503,19.718324545407455
17,78.09366608039616,15.999397217677398,20.25206182384573
18,78.09366608039616,14.673060603199321,21.13419520930166
19,78.09366608039616,16.075572261920833,20.79790434720892
20,78.09366608039616,19.709884666957038,21.585078247812405
21,78.09366608039616,20.643139834883716,20.99542883802578
22,78.09366608039616,19.368309804799082,21.2157062973458
23,78.09366608039616,21.34409426528498,21.312580043977956
24,78.09366608039616,22.42155162919304,20.531335577642032
25,78.09366608039616,18.69277594864238,21.657402636488516
26,78.09366608039616,18.727246218812788,21.67020541992856
27,78.09366608039616,21.157450582137038,20.39100997694061
28,78.09366608039616,18.730838421983133,21.1514003943637
29,78.09366608039616,23.357755999040084,20.2768300208105
30,78.09366608039616,20.0210919801431,20.325303675870785
31,78.09366608039616,19.42387082743468,21.067332202539905
32,78.09366608039616,20.21634742165094,21.79973420244916
33,78.09366608039616,19.384534551838033,20.918887218280787
34,78.09366608039616,19.442915471491062,20.90064425818613
35,78.09366608039616,19.788533446095748,20.646652017232622
36,78.09366608039616,20.409987022476347,20.917367799336617
37,78.09366608039616,18.545809165036754,21.064764561418745
38,78.09366608039616,18.724766818414473,20.796647888795647
39,78.09366608039616,17.62323367133562,20.9136963872168
40,78.09366608039616,20.6056812390921,21.042899996781696
41,78.09366608039616,21.19031880778474,21.14803492184841
42,78.09366608039616,20.27544885516426,20.444946867633423
43,78.09366608039616,20.825039877843395,20.97417869056118
44,78.09366608039616,21.869702762371706,20.324100810602342
45,78.09366608039616,19.98415312419932,20.787799611786436
46,78.09366608039616,18.72012070100092,20.556738671468402
47,78.09366608039616,18.524171720196595,21.26906316875777
48,78.09366608039616,18.47293282181531,21.191398728026417
49,78.09366608039616,23.30662994066141,19.415239647909814
50,78.09366608039616,25.225049390690774,19.64664273627511
51,78.09366608039616,20.86703873648732,20.024766692879663
52,78.09366608039616,20.603840910413158,20.336767086973023
53,78.09366608039616,22.47813824290226,20.14020935049761
54,78.09366608039616,21.4475291516642,20.07011384343989
55,78.09366608039616,20.157828779832972,20.15337916534201
56,78.09366608039616,22.12553796554595,20.559861423243447
57,78.09366608039616,20.793907592619465,20.08546915639153
58,78.09366608039616,21.60247510772699,20.44707203610534
59,78.09366608039616,20.988115355960925,20.52704650177379
60,78.09366608039616,20.006698714005196,20.3363048778002
61,78.09366608039616,22.3102598211526,20.31124823074464
62,78.09366608039616,18.21953273983149,20.573048613999948
63,78.09366608039616,19.73289410596473,20.891463817028303
64,78.09366608039616,21.45112981400587,19.2782598141017
65,78.09366608039616,22.0876155705757,20.408205032666107
66,78.09366608039616,18.082355514613145,19.851759666840195
67,78.09366608039616,17.597209065777836,20.728404235143103
68,78.09366608039616,19.950353837427777,20.984575675537116
69,78.09366608039616,21.40336993977561,20.359492521665217
70,78.09366608039616,21.90862303956068,19.6205021343464
71,78.09366608039616,21.125146479567473,20.388412972171547
72,78.09366608039616,20.9295435504103,20.81437700545833
73,78.09366608039616,19.387813772116484,20.189868323991384
74,78.09366608039616,21.877247795656068,19.825166919934397
75,78.09366608039616,18.649395015019596,20.34254489377352
76,78.09366608039616,19.042950745731062,20.299369991028847
77,78.09366608039616,19.99184047543983,20.233436462702823
78,78.09366608039616,23.41209139844727,20.123158034474454
79,78.09366608039616,21.501553491680042,20.35598334517046
80,78.09366608039616,19.277439816378642,20.62254852259049
81,78.09366608039616,19.601415321447416,20.588790905398064
82,78.09366608039616,22.840920497776406,20.038858716317613
83,78.09366608039616,20.12084014016057,20.466054848579365
84,78.09366608039616,22.178982461823555,20.48766779344115
85,78.09366608039616,20.356475947824688,20.223030460158956
86,78.09366608039616,20.82532791661904,20.405219151122186
87,78.09366608039616,22.345870995382942,19.298911729509904
88,78.09366608039616,19.476894681427936,20.219004409367013
89,78.09366608039616,22.667164858429835,20.028507067060925
90,78.09366608039616,18.902837033343133,20.97138772423702
91,78.09366608039616,21.71679148515219,20.778853227741152
92,78.09366608039616,23.54160252023456,20.307963484753735
93,78.09366608039616,20.674576758614887,21.1601105371003
94,78.09366608039616,22.01398131053527,19.98439465551899
95,78.09366608039616,20.787210626193733,20.581551298325724
96,78.09366608039616,23.001646318349163,20.6133946988686
97,78.09366608039616,22.216937567255037,20.047839786519663
98,78.09366608039616,21.9405018781282,19.933226213606144
99,78.09366608039616,21.006728755154707,20.621014346602777
