generation,max,mean,std
0,39.70745339829273,-2.026644514713259,8.540852929650166
1,39.71705833190249,4.899168757539076,12.434392923473531
2,53.066078941509964,7.999283228635945,13.754592135749137
3,67.27478398919307,6.848201916429132,15.614322316881859
4,67.27478398919307,9.07051486674517,16.333046393562817
5,67.27478398919307,7.237632427433004,16.126502336423563
6,67.27478398919307,10.955486706836917,18.47198715170395
7,67.27478398919307,10.801999977980456,17.816949678194796
8,67.27478398919307,9.764909633888752,17.936610472456497
9,67.27478398919307,9.739953600548192,18.003609489131545
10,67.27478398919307,13.513260069175516,18.86990108086416
11,77.45106632454483,13.80906439347491,20.912765756793753
12,77.45106632454483,12.018214257637606,20.032859688862654
13,77.45106632454483,15.912323911693342,20.24588112989616
14,77.45106632454483,14.924623803563975,20.85524634371634
15,77.45106632454483,19.012780093808885,20.977589709042423
16,77.45106632454483,17.19429502704395,20.2688031052172
17,77.45106632454483,17.67071118091695,20.482650497728706
18,77.45106632454483,16.909542487344996,20.98440629212491
19,77.45106632454483,21.41766306863102,20.30035726331166
20,77.45106632454483,20.765830308446166,20.781884146771212
21,77.45106632454483,16.75284270544788,21.227807044602148
22,77.45106632454483,19.40483358231964,20.71473328263005
23,77.45106632454483,18.132825570851196,19.840150686753663
24,77.45106632454483,21.02051632705443,20.21610180071364
25,77.45106632454483,20.22537977094519,19.93686077962208
26,77.45106632454483,22.704766598339464,19.615278364478378
27,77.45106632454483,22.95123611455516,19.712286954426137
28,77.45106632454483,19.24212578681765,19.92193294781296
29,77.45106632454483,21.157906726578638,19.508520098460604
30,77.45106632454483,21.097213508624865,19.84788439890225
31,77.45106632454483,22.59994698448937,20.16316983861195
32,77.45106632454483,20.48640129427379,20.508562475724638
33,77.45106632454483,20.86291161418092,19.424424205756093
34,77.45106632454483,20.18003545638658,19.857970355795793
35,77.45106632454483,20.932882272288854,20.210044277398243
36,77.45106632454483,21.606478419241473,18.793425026299868
37,77.45106632454483,23.7265699048881,18.87580944361489
38,77.45106632454483,17.920461172581838,20.58074394791973
39,77.45106632454483,21.564931326119698,19.834267581081132
40,77.45106632454483,22.33956639993463,19.992230771491712
41,77.45106632454483,20.555554454298807,20.641129442563166
42,77.45106632454483,20.65701174294871,19.433458660196532
43,77.45106632454483,22.073747091115123,19.830414094821094
44,77.45106632454483,17.190223800319146,20.93591095510176
45,77.45106632454483,19.55618096464192,19.5729878694392
46,77.45106632454483,23.02122251172974,19.388467324169532
47,77.45106632454483,22.344814153502192,19.463480928803868
48,77.45106632454483,22.483831630460006,19.486219686711934
49,77.45106632454483,21.883790255913894,19.911952207060644
50,77.45106632454483,18.761123738454145,19.434329559142828
51,77.45106632454483,21.89215790644382,19.730025399505056
52,77.45106632454483,21.873158221573107,19.356032110581364
53,77.45106632454483,20.817856908758845,20.114509684241465
54,77.45106632454483,19.261075464992622,19.891362083271478
55,77.45106632454483,22.257137810547537,19.631821309913132
56,77.45106632454483,18.926567208254838,20.093066267553002
57,77.45106632454483,19.649228939191197,20.288688503076486
58,77.45106632454483,20.07006198277652,20.270101058542753
59,77.45106632454483,20.808737262610215,19.938452545077876
60,77.45106632454483,20.257519556336607,19.416230245750732
61,77.45106632454483,19.50280415243409,20.05175470819441
62,77.45106632454483,19.247194502139816,20.39359515533585
63,77.45106632454483,21.54481240475765,19.292282990534652
64,77.45106632454483,20.943429114637453,19.187069753676088
65,77.45106632454483,20.040640620804297,20.020092376460983
66,77.45106632454483,22.16047215258599,19.528139429160422
67,77.45106632454483,24.78757995615591,19.862699470137706
68,77.45106632454483,21.00611560060597,19.365409074594073
69,77.54714332123159,20.988660676752602,19.83751485917041
70,77.54714332123159,20.57518961351746,20.67959333588196
71,77.54714332123159,21.3304355090079,19.376452053697072
72,77.54714332123159,21.86063043453948,19.75809219229976
73,77.54714332123159,22.74702380680481,19.860947896180093
74,77.54714332123159,20.352511922482837,19.545722530067206
75,78.00496362603538,20.800806339870316,21.017945396689093
76,78.00496362603538,23.15199312684085,20.331314190426223
77,78.00496362603538,23.467036993015764,20.201459281729022
78,78.00496362603538,22.552863913203243,19.928527013059185
79,78.00496362603538,23.99438529367442,19.731196621474485
80,78.00496362603538,23.87476862351056,20.174113477052742
81,78.00496362603538,22.69703570043803,18.881349943722874
82,78.00496362603538,21.601407061453635,19.955312577955528
83,78.00496362603538,24.29619332276424,19.01774551149539
84,78.00496362603538,22.967514712549676,19.401856595254525
85,78.00496362603538,24.1378917525606,20.33854418608478
86,78.00496362603538,20.63928073124704,20.80022495901364
87,78.00496362603538,25.62434410458271,19.76141375162997
88,78.00496362603538,21.35576461845462,21.070551549904017
89,78.00496362603538,22.264067159628294,21.088251227531064
90,78.00496362603538,21.73710480710656,19.438621398647822
91,78.00496362603538,24.350391192942425,19.96157888277537
92,78.00496362603538,22.515246746150922,20.800181264130195
93,78.00496362603538,22.198798221682,20.974442293709334
94,78.00496362603538,23.68655191522622,19.568402617036135
95,78.00496362603538,24.032828243780106,19.592968786252616
96,78.00496362603538,25.8398906053911,20.22874752067662
97,78.00496362603538,22.880514508439237,20.666364837685425
98,78.00496362603538,21.362459003509773,20.03236703464652
99,78.00496362603538,25.138443704836916,19.42695136057229
