generation,max,mean,std,mean no. nodes
0,24.179917069647637,-3.273187395743355,7.208901408863482,15.0
1,24.179917069647637,1.7435887443339186,10.724337689487369,15.03
2,39.375982493812664,5.296401360906884,12.383436312073055,14.85
3,39.375982493812664,10.496521204587644,13.112698344966471,14.415841584158416
4,39.37959913428285,6.679945158635759,13.99835493322106,14.534653465346535
5,74.86660195700335,7.483786947607284,15.900847153154302,14.405940594059405
6,74.86660195700335,8.873944398818267,16.61726206804808,14.138613861386139
7,77.26755198344948,9.597525398063388,17.20446653774631,14.181818181818182
8,77.26755198344948,11.095512302051125,16.631235710888415,14.59
9,77.26755198344948,14.634857555258955,18.13986470562882,14.777777777777779
10,77.26755198344948,10.753822727489577,19.274330666188007,14.828282828282829
11,78.79140997390337,11.881145930778967,21.869459335535026,14.989795918367347
12,78.79140997390337,11.743229892608683,21.842896507597175,15.282828282828282
13,78.79140997390337,9.80657487910041,20.5427984391825,14.94949494949495
14,78.79140997390337,12.294034125951766,21.20111481904862,14.891089108910892
15,78.79140997390337,9.873280875415151,20.257546959279868,14.92
16,78.79140997390337,12.667718517861985,18.818260525427718,14.5
17,78.79140997390337,10.565167189750525,21.362585148689906,15.07
18,82.29746448281207,14.785409699574743,22.881582865181294,15.13
19,82.29746448281207,8.185683049070779,20.658791398566716,15.49
20,82.29746448281207,14.226976804123037,21.55666170349951,15.48
21,82.29746448281207,15.117962396945051,22.057160834101257,15.39
22,82.29746448281207,9.799840168170773,22.822130522124404,15.47
23,82.29746448281207,14.215834655266457,22.775545132781144,15.83
24,82.29746448281207,12.527819495277617,22.072560978481054,16.21
25,82.29746448281207,13.394081289387502,20.683436795331584,16.07
26,82.29746448281207,10.040199477140847,22.239725832424238,15.82
27,82.29746448281207,12.695470579119721,20.74548450751798,16.31
28,82.29746448281207,13.919824600196492,22.048195013394302,16.28
29,82.29746448281207,8.78714359099909,20.806528123820087,15.84
30,82.29746448281207,7.9984302880703435,19.810149416339,15.66
31,82.29746448281207,9.927186772467675,20.99723213289231,15.96
32,82.29746448281207,12.73332040686183,21.44574999383332,16.0
33,82.29746448281207,8.295345544535891,19.336798855908896,15.82
34,82.29746448281207,10.448220204046835,20.274030244452714,16.23
35,82.29746448281207,8.566656265871172,20.5727327156077,16.36
36,82.29746448281207,14.351381212424856,22.368179957346637,16.07
37,82.29746448281207,12.506844493775327,20.99043900357598,15.93
38,82.29746448281207,11.954617009371166,22.9176479898857,16.04
39,82.29746448281207,13.02766203032122,20.67130641035698,15.86
40,82.29746448281207,13.477884235333882,22.322899916206296,15.71
41,82.29746448281207,11.34333700499191,20.584352223853887,15.82
42,82.29746448281207,11.40460088368231,22.944834713905877,15.75
43,83.52364909070207,12.87981977246818,21.976482283479896,15.66
44,83.52364909070207,8.47708632573317,20.959673720286872,16.01
45,83.52364909070207,13.699051432122992,22.168536245093765,16.07
46,83.52364909070207,9.879218232851018,21.80961595300548,16.25
47,83.52364909070207,11.541222267719053,20.950363563243002,15.84
48,83.52364909070207,11.354470074534648,22.80754583687207,15.61
49,83.52364909070207,13.867846669741297,20.591736508594227,15.43
50,83.52364909070207,13.069098739687252,23.145948478760666,15.59
51,83.52364909070207,13.150801447307607,21.003747804090334,15.59
52,83.52364909070207,12.05857591308356,22.63062459026081,15.55
53,83.52364909070207,14.49095916694632,22.626849056330247,15.33
54,83.52364909070207,13.427821980120562,22.916609120934577,15.42
55,83.52364909070207,10.619079943054219,22.181787993514376,15.01
56,83.52364909070207,14.276811555100956,23.936378030789033,14.54
57,83.52364909070207,20.854368213932194,25.872666142345608,12.64
58,83.52364909070207,23.064006777432493,26.074507484129573,13.39
59,83.52364909070207,24.78775658759337,25.387014235833444,13.21
60,83.52364909070207,23.896617107689124,25.74150251179014,12.78
61,83.52364909070207,21.327238955639505,27.15413579797771,12.79
62,83.52364909070207,27.347618965493467,24.0012175945571,12.55
63,83.52364909070207,23.612836410491965,25.161723930010098,13.1
64,83.52364909070207,23.091659857380186,25.43661710770875,12.73
65,83.52364909070207,22.34611220314348,24.682087825290232,12.75
66,83.52364909070207,21.492764363448693,26.38318007119975,13.22
67,83.52364909070207,23.23113242471392,25.376091796625662,13.07
68,83.52364909070207,20.595727326382338,25.771713205602932,13.31
69,83.52364909070207,22.05459945452766,25.57968356140605,13.17
70,83.52364909070207,18.756919642993044,24.627729447639197,13.1
71,83.52364909070207,22.15801530283524,27.09375199447818,13.0
72,83.52364909070207,22.318694126256688,27.21533861971425,12.83
73,83.52364909070207,21.683877563311864,26.35946715469694,13.04
74,83.52364909070207,23.230261154629986,26.107917359561153,13.02
75,83.52364909070207,21.61928385733825,26.645751198669217,12.74
76,83.52364909070207,22.385258865381555,25.824140634186726,12.75
77,83.52364909070207,20.61331789640361,25.577002710536636,13.11
78,83.52364909070207,22.955350189646314,26.75279890897526,12.81
79,83.52364909070207,21.87053292970178,26.22705612113094,12.77
80,83.52364909070207,16.769043828044843,25.9735196410684,13.27
81,83.52364909070207,23.93594166928116,26.558263664878506,12.83
82,83.52364909070207,15.679470896158808,25.81068223752121,12.99
83,83.52364909070207,16.48498646396791,25.360056290244774,13.54
84,83.52364909070207,20.670404471192427,26.768247985283324,13.22
85,83.52364909070207,23.009959910266904,25.88216790392737,13.3
86,83.52364909070207,17.722422649559576,25.480888105920084,13.81
87,83.52364909070207,24.489675295609082,25.556411250102943,12.97
88,83.52364909070207,21.087032250137913,26.146515298079883,13.34
89,83.52364909070207,26.43277762989302,26.8493127639551,12.77
90,83.52364909070207,15.661099988885539,26.501896411598523,13.39
91,83.52364909070207,19.750627350840023,25.983319123231848,13.89
92,83.52364909070207,18.830994409969723,26.466129128819528,13.32
93,83.52364909070207,16.85376268833311,25.129727876462983,13.26
94,83.52364909070207,26.833533628262764,25.474328350354792,12.15
95,83.52364909070207,25.761238030058184,27.26331380005087,11.76
96,83.52364909070207,23.587794742683265,25.115446324053845,12.57
97,83.52364909070207,19.010388051677648,25.541927796258364,12.31
98,83.52364909070207,19.808636018535818,27.074402491786437,12.91
99,83.52364909070207,20.79612672584848,24.688109244974996,12.75
