gen,nevals,avg,std,min,max
0,58,-5.002268848280479,5.121269986025574,-15.80415817185639,17.9645032605088
1,58,-2.9777517240502633,8.118470236399013,-15.160033386096863,29.887659890110072
2,58,-2.9505569299755967,7.400005334574037,-18.829881019909234,20.043328802346856
3,58,-1.4209277554297812,8.155962923645346,-15.203118138155768,26.08409900213821
4,58,4.158123682943685,10.05311062137539,-9.237298678110086,32.42694639665966
5,58,2.079862814918066,10.715506714906558,-22.183988666607984,37.42356465884549
6,58,12.868458637709203,18.859547596750605,-16.031975943989597,78.43530519809762
7,58,13.476984125030704,14.905618757988258,-11.171604612939337,60.559009392940496
8,58,17.163725996496815,16.752916262571738,-8.88581734106776,66.38980252761488
9,58,21.297768373883706,12.374645547567827,-3.288342713786264,54.28302229281286
10,58,21.103735718790563,15.765445694567076,-9.119431617567576,70.27276091734355
11,58,29.79955005986475,16.522575162595885,-7.733059675100854,70.36429433276292
12,58,27.599093203324053,17.971843613722545,-3.2889254140224295,70.3035805237598
13,58,26.728021744082678,18.26486854346898,-10.828371438351557,72.42196143749943
14,58,26.915453600922373,14.106445603716258,-7.071440601152711,66.93357112476963
15,58,32.23122540446632,15.926843092809735,-3.969577624503355,61.130409700506654
16,58,30.820527409425125,13.750669317171955,-0.572117231994774,60.8773907565659
17,58,28.62426902550083,16.138134411528604,-14.822023152414324,70.33421213605111
18,58,28.987780268352864,15.301659681555835,-3.7340748432437714,64.73886499261522
19,58,34.35592127504711,14.611353325355882,10.546504621104582,73.0074089767033
20,58,37.60719462198543,16.624717038825473,-2.5066067501335034,73.53822901492042
21,58,35.31112390780131,17.537999467087406,3.306970090737977,84.97986932453217
22,58,39.50750395935949,19.451939600697987,-6.524333914994095,85.26375071328584
23,58,40.117769084709884,16.5628905174042,4.014727331325943,78.66473981874125
24,58,39.093053017028836,17.91201974356363,3.555053925830279,79.35812821459734
25,58,39.65338625523168,14.385820753980896,12.544421876333452,63.535451346988175
26,58,44.1648240661373,15.514648015098782,15.280908646227694,78.69468201077522
27,58,42.51096954252556,13.650723887396058,19.477588220994832,78.77996250284528
28,58,38.97826446617914,16.36717111546548,5.523273416198357,73.04745641612632
29,58,43.215996648062706,16.015052506627768,10.889483810025567,78.90266230247195
30,58,43.438998816010866,15.878139504812879,3.0054762993410193,73.02821602747653
31,58,39.34273860902771,16.87559705556057,0.5126053789541274,72.95529438313989
32,58,41.79091258844345,15.986335511349257,-1.1219550484459866,78.60181625759452
33,58,42.114434668944845,15.936487793608865,-0.04564457832915991,75.1598676641903
34,58,42.708059758218575,14.929080831298826,1.3701254303259844,78.39376624866269
35,58,38.17529466353017,15.700265785237617,-0.8530428193672108,78.69039597527949
36,58,41.613663291785336,15.037838936891635,7.140197858770584,75.02011767479073
37,58,44.23735204839365,13.6895836859519,4.264334191540819,66.7606359510258
38,58,43.10152935515299,14.330071458150579,6.109222343723324,75.17566869307583
39,58,48.333385409420956,16.983336742296974,4.202482299466773,85.85592400543977
40,58,45.89383307003715,14.08525395013647,18.81000534940865,73.1263292485574
41,58,49.67988158318208,17.325276130397054,1.4246034856343393,86.51118633608715
42,58,48.79429720761543,15.342498060578066,13.089524604733313,79.2058748279291
43,58,45.94913484091596,14.6564572672402,16.5327030153411,79.50861410866115
44,58,49.2918963591844,13.657715385757411,24.479290299030048,85.93307395795655
45,58,49.5322687562155,13.649107556268758,18.676707596784958,78.52574614572049
46,58,50.69635842740893,14.221426012759713,15.211956810902379,83.82946813010824
47,58,52.65324099633376,13.917179396466068,15.554274358813636,79.33597174361512
48,58,53.07523329851097,15.803295341748358,20.34976880836701,86.89593309686119
49,58,48.600445645681184,18.326437819702072,8.484065974988482,85.91290493852817
